CatalogProfile,FeatureType,InspPointType,MeasCrRate,NWT,MAWT,FirstWT,LastWt,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Operating-Pressure,Operating-Temperature,Quality-Factor,Matcat
PI,STRT,UTWT,0.009,15.09,11.51,13.54,13.98,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.55,14.05,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.054,15.09,11.51,13.71,13.89,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.034,15.09,11.51,13.45,14.13,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.45,13.95,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.009,15.09,11.51,13.54,13.98,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.55,14.05,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.054,15.09,11.51,13.71,13.89,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.034,15.09,11.51,13.45,14.13,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.45,13.95,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.009,15.09,11.51,13.54,13.98,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.55,14.05,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.054,15.09,11.51,13.71,13.89,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.034,15.09,11.51,13.45,14.13,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.45,13.95,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.009,15.09,11.51,13.54,13.98,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.55,14.05,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.054,15.09,11.51,13.71,13.89,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.034,15.09,11.51,13.45,14.13,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.45,13.95,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.009,15.09,11.51,13.54,13.98,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.55,14.05,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.054,15.09,11.51,13.71,13.89,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.034,15.09,11.51,13.45,14.13,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.45,13.95,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.009,15.09,11.51,13.54,13.98,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.55,14.05,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.054,15.09,11.51,13.71,13.89,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.034,15.09,11.51,13.45,14.13,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.45,13.95,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.009,15.09,11.51,13.54,13.98,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.55,14.05,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.054,15.09,11.51,13.71,13.89,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.034,15.09,11.51,13.45,14.13,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.45,13.95,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.009,15.09,11.51,13.54,13.98,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.55,14.05,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.054,15.09,11.51,13.71,13.89,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.034,15.09,11.51,13.45,14.13,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.45,13.95,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.009,15.09,11.51,13.54,13.98,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.55,14.05,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.054,15.09,11.51,13.71,13.89,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.034,15.09,11.51,13.45,14.13,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.45,13.95,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.009,15.09,11.51,13.54,13.98,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.55,14.05,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.054,15.09,11.51,13.71,13.89,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.034,15.09,11.51,13.45,14.13,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.45,13.95,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.009,15.09,11.51,13.54,13.98,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.55,14.05,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.054,15.09,11.51,13.71,13.89,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.034,15.09,11.51,13.45,14.13,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.024,15.09,11.51,13.45,13.95,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.003,15.09,11.51,13.23,13.2,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.019,15.09,11.51,13.58,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.129,15.09,11.51,13.87,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.01,15.09,11.51,13.4,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.021,15.09,11.51,13.6,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.004,15.09,11.51,13.44,13.4,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.027,15.09,11.51,13.37,13.1,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
PI,STRT,UTWT,0.016,15.09,11.51,13.45,13.3,206842.71,0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,500,5067,110,1,DSS
