CatalogProfile,FeatureType,InspPointType,MeasCrRate,NWT,MAWT,FirstWT,LastWt,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Operating-Pressure,Operating-Temperature,Quality-Factor,Matcat
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,5.54,1.8,5.54,5.54,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,50,689.48,25,1,CS
PI,STRT,UTWT,0,5.54,1.8,5.54,5.54,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,50,689.48,25,1,CS
PI,STRT,UTWT,0,5.54,1.8,5.54,5.54,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,50,689.48,25,1,CS
PI,STRT,UTWT,0,5.54,1.8,5.54,5.54,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,50,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.84,4.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.39,4.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.11,4.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.68,4.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.11,5.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.84,4.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.39,4.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.11,4.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.68,4.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.11,5.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.84,4.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.39,4.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.11,4.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.68,4.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.11,5.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.84,4.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.39,4.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.11,4.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.68,4.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.11,5.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.84,4.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.39,4.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.11,4.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.68,4.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.11,5.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.84,4.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.39,4.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.11,4.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.68,4.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.11,5.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.84,4.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.39,4.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.11,4.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.68,4.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.11,5.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.84,4.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.39,4.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.11,4.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.68,4.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.11,5.11,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,PIPING,0.019,6.35,1.8,6.15,6.11,137895.14,3,ASME B31.3,8963.18,93.33,A333 Gr 6,FS,25,4205,25,1,CS
PI,STRT,PIPING,0.038,6.35,1.8,6.13,6.05,137895.14,3,ASME B31.3,8963.18,93.33,A333 Gr 6,FS,25,4205,25,1,CS
PI,STRT,UTWT,0.019,6.35,1.8,6.15,6.11,137895.14,3,ASME B31.3,8963.18,93.33,A333 Gr 6,FS,25,4205,25,1,CS
PI,STRT,UTWT,0.038,6.35,1.8,6.13,6.05,137895.14,3,ASME B31.3,8963.18,93.33,A333 Gr 6,FS,25,4205,25,1,CS
PI,STRT,UTWT,0.019,6.35,1.8,6.15,6.11,137895.14,3,ASME B31.3,8963.18,93.33,A333 Gr 6,FS,25,4205,25,1,CS
PI,STRT,UTWT,0.038,6.35,1.8,6.13,6.05,137895.14,3,ASME B31.3,8963.18,93.33,A333 Gr 6,FS,25,4205,25,1,CS
PI,TEE2,UTWT,0.048,6.35,1.8,6.15,6.05,137895.14,3,ASME B31.3,8963.18,93.33,A420 Gr WPL6,FS,25,4205,25,1,CS
PI,TEE2,UTWT,0.16,6.35,1.8,6.22,5.89,137895.14,3,ASME B31.3,8963.18,93.33,A420 Gr WPL6,FS,25,4205,25,1,CS
PI,TEE2,UTWT,0.048,6.35,1.8,6.15,6.05,137895.14,3,ASME B31.3,8963.18,93.33,A420 Gr WPL6,FS,25,4205,25,1,CS
PI,TEE2,UTWT,0.16,6.35,1.8,6.22,5.89,137895.14,3,ASME B31.3,8963.18,93.33,A420 Gr WPL6,FS,25,4205,25,1,CS
PI,TEE2,UTWT,0.023,6.35,1.8,6.13,6.09,137895.14,3,ASME B31.3,11031.61,93.33,A420 Gr WPL6,FS,25,100,25,1,CS
PI,STRT,UTWT,0.035,6.35,1.8,6.17,6.11,137895.14,3,ASME B31.3,8963.18,93.33,A333 Gr 6,FS,25,100,25,1,CS
PI,TEE2,UTWT,0.035,6.35,1.8,6.14,6.08,137895.14,3,ASME B31.3,11031.61,93.33,A420 Gr WPL6,FS,25,100,25,1,CS
PI,ELBW,UTWT,0.393,6.35,1.8,6.8,6.14,137895.14,3,ASME B31.3,11031.61,93.33,A420 Gr WPL6,FS,25,100,25,1,CS
PI,STRT,UTWT,0.037,6.35,1.8,6.13,6.06,137895.14,3,ASME B31.3,11031.61,93.33,A333 Gr 6,FS,25,100,25,1,CS
PI,STRT,UTWT,0.077,6.35,1.8,6.18,6.05,137895.14,3,ASME B31.3,11031.61,93.33,A333 Gr 6,FS,25,100,25,1,CS
PI,STRT,UTWT,0.037,6.35,1.8,6.13,6.06,137895.14,3,ASME B31.3,11031.61,93.33,A333 Gr 6,FS,25,100,25,1,CS
PI,STRT,UTWT,0.077,6.35,1.8,6.18,6.05,137895.14,3,ASME B31.3,11031.61,93.33,A333 Gr 6,FS,25,100,25,1,CS
PI,TEE2,UTWT,0.012,6.35,1.8,6.36,6.3,137895.14,3,ASME B31.3,8963.18,93.33,A420 Gr WPL6,FS,25,100,25,1,CS
PI,TEE2,UTWT,0.02,6.35,1.8,7.1,7,137895.14,3,ASME B31.3,8963.18,93.33,A420 Gr WPL6,FS,25,100,25,1,CS
PI,TEE2,UTWT,0.012,6.35,1.8,6.36,6.3,137895.14,3,ASME B31.3,8963.18,93.33,A420 Gr WPL6,FS,25,100,25,1,CS
PI,TEE2,UTWT,0.02,6.35,1.8,7.1,7,137895.14,3,ASME B31.3,8963.18,93.33,A420 Gr WPL6,FS,25,100,25,1,CS
PI,TEE2,UTWT,0.028,6.35,1.8,6.94,6.8,137895.14,3,ASME B31.3,8963.18,93.33,A420 Gr WPL6,FS,25,100,25,1,CS
PI,TEE2,UTWT,0.01,6.35,1.8,6.85,6.8,137895.14,3,ASME B31.3,8963.18,93.33,A420 Gr WPL6,FS,25,100,25,1,CS
PI,TEE2,UTWT,0.028,6.35,1.8,6.94,6.8,137895.14,3,ASME B31.3,8963.18,93.33,A420 Gr WPL6,FS,25,100,25,1,CS
PI,TEE2,UTWT,0.01,6.35,1.8,6.85,6.8,137895.14,3,ASME B31.3,8963.18,93.33,A420 Gr WPL6,FS,25,100,25,1,CS
PI,STRT,UTWT,0.026,6.35,1.81,6.23,6.1,137895.14,3,ASME B31.3,15623.52,93.33,A333 Gr 6,FS,25,100,25,1,CS
PI,ELBW,UTWT,0.014,6.35,1.8,6.17,6.1,137895.14,3,ASME B31.3,11031.61,93.33,A420 Gr WPL6,FS,25,100,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.99,3.99,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.67,4.67,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.84,4.84,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.2,3.2,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.38,3.38,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.14,2.14,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.51,5.51,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.68,5.68,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.42,3.42,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.48,5.48,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.86,3.86,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.62,3.62,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.62,4.62,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.2,4.2,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.99,3.99,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.67,4.67,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.84,4.84,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.2,3.2,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.38,3.38,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.14,2.14,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.51,5.51,137895.14,3,ASME B31.3,1034.21,60,API 5L Gr B,FS,25,689.48,25,1,CS
